snapshot;on_wind;grid;hydrogen_storage;PEM input;Compressor input (MW_H2);PEM output;Compressor output (MW_H2);Compressor;Electrolyzer BoP consumption  (MW);demand
294;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
295;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
296;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
297;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
298;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
299;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
300;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
301;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
302;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
303;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
304;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
305;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
306;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
307;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
308;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
309;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
310;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
311;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
312;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
313;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
314;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
315;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
316;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
317;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
318;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
319;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
320;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
321;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
322;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
323;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
324;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
325;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
326;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
327;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
328;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
329;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
330;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
331;-0.0;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
332;-0.0;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
333;-0.0;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
334;-0.0;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
335;-0.0;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
336;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
337;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
338;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
339;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
340;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
341;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
342;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
343;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
344;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
345;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
346;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
347;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
348;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
349;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
350;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
351;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
352;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
353;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
354;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
355;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
356;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
357;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
358;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
359;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
360;24.89;-0.0;-6.41;22.54;13.07;-13.07;-13.07;2.34;0.0;6.67
361;23.57;-0.0;-5.72;21.35;12.38;-12.38;-12.38;2.22;0.0;6.67
362;22.68;-0.0;-5.25;20.54;11.91;-11.91;-11.91;2.14;0.0;6.67
363;23.16;-0.0;-5.5;20.97;12.17;-12.17;-12.17;2.18;0.0;6.67
364;21.9;-0.0;-4.84;19.84;11.51;-11.51;-11.51;2.06;0.0;6.67
365;21.96;-0.0;-1.54;19.89;11.54;-11.54;-11.54;2.07;0.0;10.0
366;21.78;-0.0;-1.45;19.73;11.44;-11.44;-11.44;2.05;0.0;10.0
367;21.07;-0.0;-1.07;19.08;11.07;-11.07;-11.07;1.98;0.0;10.0
368;20.89;-0.0;-0.97;18.92;10.97;-10.97;-10.97;1.97;0.0;10.0
369;22.08;-0.0;-1.6;20.0;11.6;-11.6;-11.6;2.08;0.0;10.0
370;25.42;-0.0;-3.36;23.03;13.36;-13.36;-13.36;2.39;0.0;10.0
371;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
372;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
373;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
374;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
375;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
376;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
377;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
378;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
379;24.29;-0.0;-6.09;22.0;12.76;-12.76;-12.76;2.29;0.0;6.67
380;18.38;-0.0;-2.99;16.65;9.66;-9.66;-9.66;1.73;0.0;6.67
381;13.55;-0.0;-0.45;12.27;7.12;-7.12;-7.12;1.28;0.0;6.67
382;13.79;-0.0;-0.58;12.49;7.24;-7.24;-7.24;1.3;0.0;6.67
383;19.63;-0.0;-3.65;17.79;10.32;-10.32;-10.32;1.85;0.0;6.67
384;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
385;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
386;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
387;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
388;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
389;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
390;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
391;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
392;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
393;23.16;-0.0;-2.17;20.97;12.17;-12.17;-12.17;2.18;0.0;10.0
394;22.38;-0.0;-1.76;20.27;11.76;-11.76;-11.76;2.11;0.0;10.0
395;20.89;-0.0;-0.97;18.92;10.97;-10.97;-10.97;1.97;0.0;10.0
396;18.38;-0.0;0.34;16.65;9.66;-9.66;-9.66;1.73;0.0;10.0
397;15.64;-0.0;1.78;14.16;8.21;-8.21;-8.21;1.47;0.0;10.0
398;13.13;-0.0;3.1;11.89;6.9;-6.9;-6.9;1.24;0.0;10.0
399;14.08;-0.0;2.6;12.76;7.4;-7.4;-7.4;1.33;0.0;10.0
400;15.4;-0.0;1.91;13.95;8.09;-8.09;-8.09;1.45;0.0;10.0
401;15.34;-0.0;1.94;13.89;8.06;-8.06;-8.06;1.44;0.0;10.0
402;14.86;-0.0;2.19;13.46;7.81;-7.81;-7.81;1.4;0.0;10.0
403;13.91;-0.0;-0.64;12.6;7.31;-7.31;-7.31;1.31;0.0;6.67
404;12.95;-0.0;-0.14;11.73;6.8;-6.8;-6.8;1.22;0.0;6.67
405;12.06;-0.0;0.33;10.92;6.33;-6.33;-6.33;1.14;0.0;6.67
406;11.64;-0.0;0.55;10.54;6.11;-6.11;-6.11;1.1;0.0;6.67
407;11.46;-0.0;0.65;10.38;6.02;-6.02;-6.02;1.08;0.0;6.67
408;10.92;-0.0;0.93;9.89;5.74;-5.74;-5.74;1.03;0.0;6.67
409;10.26;-0.0;1.27;9.3;5.39;-5.39;-5.39;0.97;0.0;6.67
410;10.03;-0.0;1.4;9.08;5.27;-5.27;-5.27;0.94;0.0;6.67
411;9.85;-0.0;1.49;8.92;5.17;-5.17;-5.17;0.93;0.0;6.67
412;9.61;-0.0;1.62;8.7;5.05;-5.05;-5.05;0.91;0.0;6.67
413;9.25;-0.0;5.14;8.38;4.86;-4.86;-4.86;0.87;0.0;10.0
414;9.37;-0.0;5.08;8.49;4.92;-4.92;-4.92;0.88;0.0;10.0
415;10.09;-0.0;4.7;9.14;5.3;-5.3;-5.3;0.95;0.0;10.0
416;8.59;-0.0;5.48;7.78;4.51;-4.51;-4.51;0.81;0.0;10.0
417;5.97;-0.0;6.86;5.41;3.14;-3.14;-3.14;0.56;0.0;10.0
418;5.55;0.13;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
419;10.44;-0.0;4.51;9.46;5.49;-5.49;-5.49;0.98;0.0;10.0
420;13.96;-0.0;2.66;12.65;7.34;-7.34;-7.34;1.32;0.0;10.0
421;12.65;-0.0;3.35;11.46;6.65;-6.65;-6.65;1.19;0.0;10.0
422;14.62;-0.0;2.32;13.24;7.68;-7.68;-7.68;1.38;0.0;10.0
423;20.77;-0.0;-0.91;18.81;10.91;-10.91;-10.91;1.96;0.0;10.0
424;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
425;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
426;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
427;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
428;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
429;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
430;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
431;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
432;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
433;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
434;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
435;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
436;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
437;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
438;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
439;25.54;-0.0;-3.42;23.14;13.42;-13.42;-13.42;2.41;0.0;10.0
440;25.36;-0.0;-3.33;22.97;13.33;-13.33;-13.33;2.39;0.0;10.0
441;20.71;-0.0;-0.88;18.76;10.88;-10.88;-10.88;1.95;0.0;10.0
442;18.56;-0.0;0.25;16.81;9.75;-9.75;-9.75;1.75;0.0;10.0
443;17.55;-0.0;0.78;15.89;9.22;-9.22;-9.22;1.65;0.0;10.0
444;16.29;-0.0;1.44;14.76;8.56;-8.56;-8.56;1.53;0.0;10.0
445;15.93;-0.0;1.63;14.43;8.37;-8.37;-8.37;1.5;0.0;10.0
446;16.59;-0.0;1.28;15.03;8.72;-8.72;-8.72;1.56;0.0;10.0
447;20.29;-0.0;-0.66;18.38;10.66;-10.66;-10.66;1.91;0.0;10.0
448;21.6;-0.0;-1.35;19.57;11.35;-11.35;-11.35;2.03;0.0;10.0
449;20.83;-0.0;-0.94;18.87;10.94;-10.94;-10.94;1.96;0.0;10.0
450;18.62;-0.0;0.22;16.87;9.78;-9.78;-9.78;1.75;0.0;10.0
451;15.82;-0.0;-1.64;14.33;8.31;-8.31;-8.31;1.49;0.0;6.67
452;13.96;-0.0;-0.67;12.65;7.34;-7.34;-7.34;1.32;0.0;6.67
453;13.31;-0.0;-0.33;12.05;6.99;-6.99;-6.99;1.25;0.0;6.67
454;12.35;-0.0;0.18;11.19;6.49;-6.49;-6.49;1.16;0.0;6.67
455;11.58;-0.0;0.58;10.49;6.08;-6.08;-6.08;1.09;0.0;6.67
456;10.68;-0.0;1.05;9.68;5.61;-5.61;-5.61;1.01;0.0;6.67
457;9.49;-0.0;1.68;8.6;4.99;-4.99;-4.99;0.89;0.0;6.67
458;9.79;-0.0;1.52;8.87;5.14;-5.14;-5.14;0.92;0.0;6.67
459;9.25;-0.0;1.81;8.38;4.86;-4.86;-4.86;0.87;0.0;6.67
460;8.77;-0.0;2.06;7.95;4.61;-4.61;-4.61;0.83;0.0;6.67
461;8.36;-0.0;5.61;7.57;4.39;-4.39;-4.39;0.79;0.0;10.0
462;8.65;-0.0;5.45;7.84;4.55;-4.55;-4.55;0.82;0.0;10.0
463;9.19;-0.0;5.17;8.32;4.83;-4.83;-4.83;0.87;0.0;10.0
464;7.46;-0.0;6.08;6.76;3.92;-3.92;-3.92;0.7;0.0;10.0
465;6.21;-0.0;6.74;5.62;3.26;-3.26;-3.26;0.58;0.0;10.0
466;5.13;0.54;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
467;4.06;1.62;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
468;2.45;3.23;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
469;1.07;4.6;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
470;0.42;5.26;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
471;0.42;5.26;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
472;0.72;4.96;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
473;1.49;4.18;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
474;2.8;2.87;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
475;4.24;1.44;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
476;5.31;0.36;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
477;6.09;-0.0;3.47;5.51;3.2;-3.2;-3.2;0.57;0.0;6.67
478;6.86;-0.0;3.06;6.22;3.61;-3.61;-3.61;0.65;0.0;6.67
479;7.04;-0.0;2.97;6.38;3.7;-3.7;-3.7;0.66;0.0;6.67
480;6.56;-0.0;3.22;5.95;3.45;-3.45;-3.45;0.62;0.0;6.67
481;5.73;-0.0;3.66;5.19;3.01;-3.01;-3.01;0.54;0.0;6.67
482;5.01;0.66;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
483;4.48;1.2;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
484;4.24;1.44;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
485;4.18;1.5;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
486;4.24;1.44;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
487;4.06;1.62;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
488;3.04;2.63;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
489;3.82;1.86;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
490;6.86;-0.0;6.39;6.22;3.61;-3.61;-3.61;0.65;0.0;10.0
491;9.55;-0.0;4.98;8.65;5.02;-5.02;-5.02;0.9;0.0;10.0
492;10.98;-0.0;4.23;9.95;5.77;-5.77;-5.77;1.03;0.0;10.0
493;10.03;-0.0;4.73;9.08;5.27;-5.27;-5.27;0.94;0.0;10.0
494;12.17;-0.0;3.6;11.03;6.4;-6.4;-6.4;1.15;0.0;10.0
495;17.07;-0.0;1.03;15.46;8.97;-8.97;-8.97;1.61;0.0;10.0
496;20.47;-0.0;-0.76;18.54;10.75;-10.75;-10.75;1.93;0.0;10.0
497;20.83;-0.0;-0.94;18.87;10.94;-10.94;-10.94;1.96;0.0;10.0
498;21.84;-0.0;-1.48;19.79;11.48;-11.48;-11.48;2.06;0.0;10.0
499;-0.0;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
500;-0.0;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
501;-0.0;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
502;-0.0;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
503;-0.0;-0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
504;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
505;25.54;-0.0;-6.75;23.14;13.42;-13.42;-13.42;2.41;0.0;6.67
506;22.74;-0.0;-5.28;20.6;11.95;-11.95;-11.95;2.14;0.0;6.67
507;21.72;-0.0;-4.75;19.68;11.41;-11.41;-11.41;2.05;0.0;6.67
508;20.47;-0.0;-4.09;18.54;10.75;-10.75;-10.75;1.93;0.0;6.67
509;18.56;-0.0;0.25;16.81;9.75;-9.75;-9.75;1.75;0.0;10.0
510;22.08;-0.0;-1.6;20.0;11.6;-11.6;-11.6;2.08;0.0;10.0
511;21.72;-0.0;-1.41;19.68;11.41;-11.41;-11.41;2.05;0.0;10.0
512;17.25;-0.0;0.94;15.62;9.06;-9.06;-9.06;1.62;0.0;10.0
513;12.53;-0.0;3.41;11.35;6.58;-6.58;-6.58;1.18;0.0;10.0
514;12.0;-0.0;3.7;10.87;6.3;-6.3;-6.3;1.13;0.0;10.0
515;12.41;-0.0;3.48;11.24;6.52;-6.52;-6.52;1.17;0.0;10.0
516;11.88;-0.0;3.76;10.76;6.24;-6.24;-6.24;1.12;0.0;10.0
517;9.37;-0.0;5.08;8.49;4.92;-4.92;-4.92;0.88;0.0;10.0
518;8.47;-0.0;5.55;7.68;4.45;-4.45;-4.45;0.8;0.0;10.0
519;10.68;-0.0;4.39;9.68;5.61;-5.61;-5.61;1.01;0.0;10.0
520;11.46;-0.0;3.98;10.38;6.02;-6.02;-6.02;1.08;0.0;10.0
521;11.82;-0.0;3.79;10.7;6.21;-6.21;-6.21;1.11;0.0;10.0
522;11.46;-0.0;3.98;10.38;6.02;-6.02;-6.02;1.08;0.0;10.0
523;10.56;-0.0;1.12;9.57;5.55;-5.55;-5.55;0.99;0.0;6.67
524;9.79;-0.0;1.52;8.87;5.14;-5.14;-5.14;0.92;0.0;6.67
525;9.85;-0.0;1.49;8.92;5.17;-5.17;-5.17;0.93;0.0;6.67
526;10.21;-0.0;1.3;9.24;5.36;-5.36;-5.36;0.96;0.0;6.67
527;10.74;-0.0;1.02;9.73;5.64;-5.64;-5.64;1.01;0.0;6.67
528;10.5;-0.0;1.15;9.51;5.52;-5.52;-5.52;0.99;0.0;6.67
529;8.18;-0.0;2.37;7.41;4.3;-4.3;-4.3;0.77;0.0;6.67
530;5.43;0.25;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
531;3.88;1.8;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
532;3.94;1.74;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
533;4.42;1.26;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
534;5.13;0.54;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
535;5.73;-0.0;6.99;5.19;3.01;-3.01;-3.01;0.54;0.0;10.0
536;4.42;1.26;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
537;3.28;2.39;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
538;3.64;2.04;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
539;3.52;2.16;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
540;3.4;2.27;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
541;3.58;2.1;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
542;4.54;1.14;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
543;7.04;-0.0;6.3;6.38;3.7;-3.7;-3.7;0.66;0.0;10.0
544;9.67;-0.0;4.92;8.76;5.08;-5.08;-5.08;0.91;0.0;10.0
545;11.46;-0.0;3.98;10.38;6.02;-6.02;-6.02;1.08;0.0;10.0
546;12.23;-0.0;3.57;11.08;6.43;-6.43;-6.43;1.15;0.0;10.0
547;11.82;-0.0;0.46;10.7;6.21;-6.21;-6.21;1.11;0.0;6.67
548;10.68;-0.0;1.05;9.68;5.61;-5.61;-5.61;1.01;0.0;6.67
549;9.13;-0.0;1.87;8.27;4.8;-4.8;-4.8;0.86;0.0;6.67
550;8.06;-0.0;2.43;7.3;4.23;-4.23;-4.23;0.76;0.0;6.67
551;7.58;-0.0;2.68;6.87;3.98;-3.98;-3.98;0.71;0.0;6.67
552;7.46;-0.0;2.75;6.76;3.92;-3.92;-3.92;0.7;0.0;6.67
553;7.46;-0.0;2.75;6.76;3.92;-3.92;-3.92;0.7;0.0;6.67
554;6.86;-0.0;3.06;6.22;3.61;-3.61;-3.61;0.65;0.0;6.67
555;5.61;0.07;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
556;4.89;0.78;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
557;4.54;1.14;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
558;4.89;0.78;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
559;5.49;0.19;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
560;4.89;0.78;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
561;6.21;-0.0;6.74;5.62;3.26;-3.26;-3.26;0.58;0.0;10.0
562;7.4;-0.0;6.11;6.7;3.89;-3.89;-3.89;0.7;0.0;10.0
563;5.25;0.42;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
564;3.7;1.98;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
565;3.34;2.33;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
566;3.7;1.98;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
567;5.55;0.13;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
568;7.82;-0.0;5.89;7.08;4.11;-4.11;-4.11;0.74;0.0;10.0
569;9.13;-0.0;5.2;8.27;4.8;-4.8;-4.8;0.86;0.0;10.0
570;8.71;-0.0;5.42;7.89;4.58;-4.58;-4.58;0.82;0.0;10.0
571;7.22;-0.0;2.87;6.54;3.79;-3.79;-3.79;0.68;0.0;6.67
572;5.19;0.48;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
573;3.52;2.16;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
574;2.75;2.93;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
575;2.75;2.93;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
576;2.86;2.81;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
577;2.69;2.99;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
578;2.27;3.41;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
579;2.09;3.59;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
580;2.15;3.53;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
581;2.39;3.29;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
582;3.16;2.51;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
583;4.0;1.68;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
584;4.12;1.56;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
585;4.3;1.38;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
586;4.36;1.32;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
587;4.54;1.14;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
588;4.36;1.32;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
589;3.94;1.74;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
590;3.58;2.1;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
591;4.12;1.56;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
592;5.25;0.42;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
593;5.91;-0.0;6.89;5.35;3.1;-3.1;-3.1;0.56;0.0;10.0
594;5.37;0.31;7.02;5.14;2.98;-2.98;-2.98;0.53;0.0;10.0
595;4.65;1.02;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
596;4.36;1.32;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
597;4.24;1.44;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
598;4.71;0.96;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
599;5.01;0.66;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
600;4.18;1.5;3.68;5.14;2.98;-2.98;-2.98;0.53;0.0;6.67
