snapshot;on_wind;battery_storage;hydrogen_storage;PEM input;Compressor input (MW_H2);PEM output;Compressor output (MW_H2);Compressor;Electrolyzer BoP consumption  (MW);demand
73;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
74;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
75;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
76;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
77;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
78;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
79;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
80;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
81;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
82;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
83;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
84;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
85;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
86;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
87;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
88;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
89;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
90;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
91;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
92;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
93;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
94;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
95;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
96;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
97;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
98;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
99;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
100;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
101;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
102;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
103;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
104;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
105;48.04;-24.19;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
106;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
107;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
108;39.68;-15.82;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
109;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
110;22.87;0.98;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
111;22.71;1.15;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
112;21.64;2.21;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
113;18.45;5.41;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
114;16.48;7.38;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
115;16.48;7.38;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
116;16.89;6.97;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
117;17.95;5.9;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
118;21.23;2.62;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
119;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
120;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
121;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
122;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
123;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
124;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
125;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
126;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
127;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
128;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
129;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
130;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
131;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
132;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
133;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
134;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
135;25.17;-1.31;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
136;23.45;0.41;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
137;22.96;0.9;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
138;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
139;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
140;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
141;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
142;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
143;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
144;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
145;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
146;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
147;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
148;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
149;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
150;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
151;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
152;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
153;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
154;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
155;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
156;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
157;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
158;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
159;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
160;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
161;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
162;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
163;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
164;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
165;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
166;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
167;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
168;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
169;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
170;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
171;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
172;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
173;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
174;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
175;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
176;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
177;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
178;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
179;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
180;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
181;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
182;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
183;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
184;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
185;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
186;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
187;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
188;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
189;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
190;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
191;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
192;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
193;24.02;-0.16;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
194;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
195;23.69;0.16;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
196;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
197;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
198;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
199;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
200;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
201;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
202;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
203;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
204;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
205;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
206;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
207;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
208;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
209;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
210;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
211;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
212;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
213;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
214;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
215;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
216;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
217;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
218;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
219;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
220;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
221;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
222;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
223;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
224;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
225;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
226;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
227;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
228;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
229;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
230;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
231;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
232;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
233;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
234;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
235;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
236;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
237;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
238;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
239;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
240;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
241;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
242;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
243;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
244;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
245;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
246;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
247;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
248;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
249;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
250;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
251;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
252;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
253;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
254;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
255;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
256;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
257;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
258;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
259;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
260;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
261;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
262;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
263;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
264;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
265;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
266;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
267;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
268;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
269;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
270;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
271;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
272;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
273;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
274;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
275;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
276;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
277;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
278;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
279;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
280;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
281;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
282;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
283;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
284;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
285;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
286;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
287;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
288;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
289;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
290;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
291;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
292;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
293;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
294;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
295;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
296;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
297;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
298;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
299;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
300;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
301;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
302;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
303;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
304;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
305;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
306;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
307;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
308;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
309;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
310;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
311;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
312;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
313;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
314;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
315;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
316;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
317;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
318;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
319;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
320;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
321;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
322;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
323;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
324;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
325;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
326;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
327;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
328;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
329;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
330;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
331;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
332;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
333;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
334;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
335;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
336;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
337;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
338;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
339;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
340;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
341;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
342;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
343;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
344;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
345;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
346;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
347;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
348;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
349;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
350;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
351;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
352;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
353;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
354;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
355;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
356;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
357;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
358;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
359;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
360;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
361;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
362;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
363;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
364;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
365;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
366;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
367;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
368;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
369;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
370;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
371;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
372;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
373;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
374;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
375;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
376;34.02;-10.17;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
377;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
378;23.86;0.0;-2.53;21.61;12.53;-12.53;-12.53;2.25;0.0;10.0
379;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
380;23.86;0.0;-5.87;21.61;12.53;-12.53;-12.53;2.25;0.0;6.67
