;on_wind;pv;PEM input;battery_storage;Compressor;hydrogen_storage;Curtailment
50;11.75;-0.0;-10.64;0.0;-1.11;0.49;-0.0
51;10.97;-0.0;-11.49;1.72;-1.2;0.0;-0.0
52;10.19;-0.0;-21.88;13.97;-2.28;-6.03;-0.0
53;9.85;-0.0;-17.24;9.19;-1.79;0.0;-0.0
54;9.54;-0.0;-8.65;0.0;-0.9;4.98;-0.0
55;9.59;-0.0;-17.24;9.44;-1.79;0.0;-0.0
56;9.42;0.84;-22.53;14.62;-2.34;-3.07;-0.0
57;9.46;2.56;-10.89;0.0;-1.13;3.68;-0.0
58;9.37;3.96;-12.08;0.0;-1.26;2.99;-0.0
59;8.85;6.38;-13.8;0.0;-1.44;1.99;-0.0
60;8.08;6.85;-13.52;0.0;-1.41;2.16;-0.0
61;8.64;3.54;-11.03;0.0;-1.15;3.6;-0.0
62;11.79;1.26;-17.24;5.98;-1.79;0.0;-0.0
63;14.43;-0.0;-22.53;10.45;-2.34;-3.07;-0.0
64;16.24;-0.0;-17.24;2.79;-1.79;0.0;-0.0
65;16.76;-0.0;-17.24;2.27;-1.79;0.0;-0.0
66;17.36;-0.0;-15.73;0.0;-1.64;0.88;-0.0
67;17.97;-0.0;-16.27;0.0;-1.69;-2.77;-0.0
68;18.27;-0.0;-16.55;0.0;-1.72;-2.93;-0.0
69;19.39;-0.0;-22.53;5.48;-2.34;-6.4;-0.0
70;21.08;-0.0;-22.53;3.8;-2.34;-6.4;-0.0
71;22.76;-0.0;-20.62;0.0;-2.14;-5.29;-0.0
72;24.45;-0.0;-22.14;0.0;-2.3;-6.18;-0.0
73;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-1.6
74;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-4.58
75;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-6.78
76;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-10.19
77;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-12.22
78;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-13.95
79;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-14.08
80;24.83;0.05;-22.53;0.0;-2.34;-3.07;-14.69
81;24.6;0.28;-22.53;0.0;-2.34;-3.07;-15.14
82;23.57;1.3;-22.53;0.0;-2.34;-3.07;-16.34
83;23.06;1.82;-22.53;0.0;-2.34;-3.07;-16.63
84;24.22;0.65;-22.53;0.0;-2.34;-3.07;-15.42
85;24.64;0.23;-22.53;0.0;-2.34;-3.07;-14.18
86;24.83;0.05;-22.53;0.0;-2.34;-3.07;-13.31
87;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-13.22
88;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-13.13
89;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-12.57
90;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-12.53
91;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-12.27
92;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-12.14
93;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-12.01
94;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-11.79
95;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-11.62
96;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-11.1
97;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-11.49
98;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-11.32
99;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-10.76
100;34.9;-0.0;-22.53;-10.02;-2.34;-6.4;-0.0
101;33.82;-0.0;-22.53;-8.94;-2.34;-3.07;-0.0
102;31.18;-0.0;-22.53;-6.31;-2.34;-3.07;-1.12
103;31.18;-0.0;-22.53;-6.31;-2.34;-3.07;-0.0
104;29.07;0.98;-22.53;-5.17;-2.34;-3.07;-0.0
105;26.52;4.57;-22.53;-6.21;-2.34;-3.07;-0.0
106;24.66;9.55;-22.53;-9.34;-2.34;-3.07;-0.0
107;23.62;16.64;-22.53;-15.39;-2.34;-3.07;-0.0
108;20.9;15.01;-22.53;-11.03;-2.34;-3.07;-0.0
109;15.2;10.67;-22.53;-1.0;-2.34;-3.07;-0.0
110;12.05;3.5;-14.08;0.0;-1.46;1.83;-0.0
111;11.96;-0.0;-10.84;0.0;-1.13;3.71;-0.0
112;11.4;-0.0;-17.24;7.63;-1.79;0.0;-0.0
113;9.72;-0.0;-17.24;9.31;-1.79;0.0;-0.0
114;8.68;-0.0;-17.24;10.35;-1.79;0.0;-0.0
115;8.68;-0.0;-11.49;4.01;-1.2;0.0;-0.0
116;8.9;-0.0;-11.49;3.79;-1.2;0.0;-0.0
117;9.46;-0.0;-11.49;3.23;-1.2;0.0;-0.0
118;11.19;-0.0;-10.13;0.0;-1.05;0.79;-0.0
119;13.35;-0.0;-12.09;0.0;-1.26;-0.35;-0.0
120;16.24;-0.0;-14.71;0.0;-1.53;-1.87;-0.0
121;17.19;-0.0;-22.53;7.69;-2.34;-6.4;-0.0
122;17.49;-0.0;-22.53;7.38;-2.34;-6.4;-0.0
123;18.14;-0.0;-16.43;0.0;-1.71;-2.86;-0.0
124;19.61;-0.0;-17.76;0.0;-1.85;-3.64;-0.0
125;19.18;-0.0;-17.37;0.0;-1.81;-0.08;-0.0
126;23.24;-0.0;-21.05;0.0;-2.19;-2.21;-0.0
127;26.69;-0.0;-22.53;-1.82;-2.34;-3.07;-0.0
128;29.5;0.42;-22.53;-5.04;-2.34;-3.07;-0.0
129;31.53;0.93;-22.53;-7.58;-2.34;-3.07;-0.0
130;32.22;1.03;-22.53;-8.37;-2.34;-3.07;-0.0
131;29.76;2.75;-22.53;-7.63;-2.34;-3.07;-0.0
132;26.0;6.62;-22.53;-7.74;-2.34;-3.07;-0.0
133;20.9;5.27;-22.53;-1.29;-2.34;-3.07;-0.0
134;16.5;1.49;-17.24;1.04;-1.79;0.0;-0.0
135;14.08;-0.0;-12.75;0.0;-1.33;2.6;-0.0
136;12.35;-0.0;-16.74;6.13;-1.74;0.29;-0.0
137;12.09;-0.0;-10.95;0.0;-1.14;3.65;-0.0
138;12.96;-0.0;-11.74;0.0;-1.22;3.19;-0.0
139;14.12;-0.0;-12.79;0.0;-1.33;-0.75;-0.0
140;14.73;-0.0;-22.53;10.15;-2.34;-6.4;-0.0
141;15.81;-0.0;-14.32;0.0;-1.49;-1.64;-0.0
142;15.72;-0.0;-14.24;0.0;-1.48;-1.59;-0.0
143;16.5;-0.0;-14.94;0.0;-1.55;-2.0;-0.0
144;17.45;-0.0;-15.8;0.0;-1.64;-2.5;-0.0
145;18.48;-0.0;-16.74;0.0;-1.74;-3.05;-0.0
146;17.84;-0.0;-16.16;0.0;-1.68;-2.71;-0.0
147;16.76;-0.0;-15.18;0.0;-1.58;-2.14;-0.0
148;15.38;-0.0;-22.53;9.5;-2.34;-6.4;-0.0
149;15.5;-0.0;-17.24;3.53;-1.79;0.0;-0.0
150;16.89;-0.0;-17.24;2.15;-1.79;0.0;-0.0
151;16.46;-0.0;-17.24;2.58;-1.79;0.0;-0.0
152;15.5;0.89;-17.24;2.64;-1.79;0.0;-0.0
153;13.99;2.75;-17.24;2.29;-1.79;0.0;-0.0
154;13.26;3.96;-22.53;7.65;-2.34;-3.07;-0.0
155;12.7;4.8;-17.24;1.53;-1.79;0.0;-0.0
156;13.65;5.69;-17.51;0.0;-1.82;-0.16;-0.0
157;16.5;5.69;-22.53;2.69;-2.34;-3.07;-0.0
158;18.66;2.0;-22.53;4.21;-2.34;-3.07;-0.0
159;20.9;-0.0;-22.53;3.97;-2.34;-3.07;-0.0
160;22.67;-0.0;-22.53;2.2;-2.34;-3.07;-0.0
161;22.72;-0.0;-22.53;2.16;-2.34;-3.07;-0.0
162;23.49;-0.0;-22.53;1.38;-2.34;-3.07;-0.0
163;19.93;-0.0;0.0;-19.93;0.0;6.67;-3.87
164;19.93;-0.0;0.0;-19.93;0.0;6.67;-2.23
165;-0.0;-0.0;0.0;0.0;0.0;6.67;-21.72
166;19.93;-0.0;0.0;-19.93;0.0;6.67;-3.91
167;19.93;-0.0;0.0;-19.93;0.0;6.67;-4.08
168;23.06;-0.0;-20.89;0.0;-2.17;-5.45;-0.0
169;21.34;-0.0;-19.33;0.0;-2.01;-4.54;-0.0
170;19.22;-0.0;-17.41;0.0;-1.81;-3.43;-0.0
171;20.73;-0.0;-18.78;0.0;-1.95;-4.23;-0.0
172;20.04;-0.0;-18.15;0.0;-1.89;-3.86;-0.0
173;18.66;-0.0;-17.24;0.37;-1.79;0.0;-0.0
174;17.19;-0.0;-17.24;1.84;-1.79;0.0;-0.0
175;16.46;-0.0;-14.91;0.0;-1.55;1.35;-0.0
176;16.41;0.47;-17.24;2.15;-1.79;0.0;-0.0
177;14.99;1.96;-15.35;0.0;-1.6;1.1;-0.0
178;15.63;3.26;-17.12;0.0;-1.78;0.07;-0.0
179;15.98;3.22;-17.39;0.0;-1.81;-0.09;-0.0
180;16.24;5.92;-20.07;0.0;-2.09;-1.64;-0.0
181;15.98;7.5;-21.27;0.0;-2.21;-2.34;-0.0
182;16.71;3.08;-17.93;0.0;-1.86;-0.4;-0.0
183;19.09;-0.0;-17.29;0.0;-1.8;-0.03;-0.0
184;20.77;-0.0;-18.82;0.0;-1.96;-0.91;-0.0
185;20.21;-0.0;-18.31;0.0;-1.9;-0.62;-0.0
186;19.56;-0.0;-17.72;0.0;-1.84;-0.28;-0.0
187;18.57;-0.0;-16.82;0.0;-1.75;-3.09;-0.0
188;19.09;-0.0;-17.29;0.0;-1.8;-3.36;-0.0
189;20.17;-0.0;-18.27;0.0;-1.9;-3.93;-0.0
190;19.18;-0.0;-17.37;0.0;-1.81;-3.41;-0.0
191;17.28;-0.0;-15.65;0.0;-1.63;-2.41;-0.0
192;15.59;-0.0;-14.12;0.0;-1.47;-1.53;-0.0
193;14.51;-0.0;-13.14;0.0;-1.37;-0.96;-0.0
194;14.12;-0.0;-12.79;0.0;-1.33;-0.75;-0.0
195;12.48;-0.0;-11.31;0.0;-1.18;0.11;-0.0
196;12.91;-0.0;-11.7;0.0;-1.22;-0.12;-0.0
197;16.11;-0.0;-15.46;0.96;-1.61;1.03;-0.0
198;19.95;-0.0;-18.07;0.0;-1.88;-0.48;-0.0
199;19.31;-0.0;-17.49;0.0;-1.82;-0.14;-0.0
200;15.94;4.43;-18.45;0.0;-1.92;-0.7;-0.0
201;12.7;14.26;-22.53;-2.08;-2.34;-3.07;-0.0
202;14.77;13.09;-22.53;-2.99;-2.34;-3.07;-0.0
203;18.44;5.73;-21.9;0.0;-2.28;-2.7;-0.0
204;17.79;3.73;-19.49;0.0;-2.03;-1.31;-0.0
205;16.67;3.17;-22.53;5.04;-2.34;-3.07;-0.0
206;15.98;1.03;-15.4;0.0;-1.6;1.06;-0.0
207;15.63;-0.0;-14.16;0.0;-1.47;1.79;-0.0
208;14.81;-0.0;-13.42;0.0;-1.4;2.22;-0.0
209;15.42;-0.0;-13.97;0.0;-1.45;1.9;-0.0
210;14.08;-0.0;-12.75;0.0;-1.33;2.6;-0.0
211;14.04;-0.0;-12.71;0.0;-1.32;-0.71;-0.0
212;15.63;-0.0;-14.16;0.0;-1.47;-1.55;-0.0
213;17.58;-0.0;-15.92;0.0;-1.66;-2.57;-0.0
214;17.97;-0.0;-16.27;0.0;-1.69;-2.77;-0.0
215;17.71;-0.0;-16.04;0.0;-1.67;-2.64;-0.0
216;16.15;-0.0;-14.63;0.0;-1.52;-1.82;-0.0
217;15.33;-0.0;-22.53;9.54;-2.34;-6.4;-0.0
218;14.73;-0.0;-22.53;10.15;-2.34;-6.4;-0.0
219;15.68;-0.0;-14.2;0.0;-1.48;-1.57;-0.0
220;15.89;-0.0;-22.53;8.98;-2.34;-6.4;-0.0
221;16.76;-0.0;-17.24;2.27;-1.79;0.0;-0.0
222;16.5;-0.0;-17.24;2.53;-1.79;0.0;-0.0
223;16.54;-0.0;-22.53;8.33;-2.34;-3.07;-0.0
224;16.8;1.12;-17.24;1.11;-1.79;0.0;-0.0
225;14.81;2.94;-22.53;7.13;-2.34;-3.07;-0.0
226;13.99;4.89;-17.24;0.15;-1.79;0.0;-0.0
227;14.34;4.57;-17.24;0.13;-1.79;0.0;-0.0
228;14.34;2.89;-17.24;1.8;-1.79;0.0;-0.0
229;14.08;1.82;-17.24;3.14;-1.79;0.0;-0.0
230;15.89;0.56;-22.53;8.42;-2.34;-3.07;-0.0
231;17.75;-0.0;-17.24;1.28;-1.79;0.0;-0.0
232;18.4;-0.0;-22.53;6.48;-2.34;-3.07;-0.0
233;20.3;-0.0;-18.39;0.0;-1.91;-0.67;-0.0
234;21.9;-0.0;-22.53;2.98;-2.34;-3.07;-0.0
235;24.14;-0.0;-21.87;0.0;-2.27;-6.02;-0.0
236;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-6.13
237;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-7.69
238;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-8.47
239;27.5;-0.0;-22.53;-2.63;-2.34;-6.4;-4.03
240;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-6.39
241;31.74;-0.0;-22.53;-6.87;-2.34;-6.4;-0.0
242;32.91;-0.0;-22.53;-8.03;-2.34;-6.4;-0.0
243;33.95;-0.0;-22.53;-9.07;-2.34;-6.4;-0.0
244;32.87;-0.0;-22.53;-7.99;-2.34;-6.4;-0.0
245;31.92;-0.0;-22.53;-7.04;-2.34;-3.07;-0.0
246;28.55;-0.0;-22.53;-3.67;-2.34;-3.07;-0.0
247;24.53;-0.0;-22.53;0.34;-2.34;-3.07;-0.0
248;21.51;0.28;-22.53;3.09;-2.34;-3.07;-0.0
249;16.54;1.77;-22.53;6.56;-2.34;-3.07;-0.0
250;16.02;2.66;-22.53;6.2;-2.34;-3.07;-0.0
251;16.89;3.54;-22.53;4.45;-2.34;-3.07;-0.0
252;17.75;3.73;-22.53;3.4;-2.34;-3.07;-0.0
253;17.53;3.5;-22.53;3.85;-2.34;-3.07;-0.0
254;18.23;1.3;-22.53;5.34;-2.34;-3.07;-0.0
255;20.0;-0.0;-22.53;4.88;-2.34;-3.07;-0.0
256;21.51;-0.0;-22.53;3.37;-2.34;-3.07;-0.0
257;22.33;-0.0;-22.53;2.55;-2.34;-3.07;-0.0
258;23.58;-0.0;-22.53;1.29;-2.34;-3.07;-0.0
259;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-0.65
260;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-3.15
261;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-5.23
262;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-7.04
263;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-8.81
264;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-10.54
265;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-9.16
266;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-7.08
267;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-6.96
268;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-6.78
269;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-10.02
270;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-13.39
271;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-15.33
272;24.5;0.37;-22.53;0.0;-2.34;-3.07;-16.7
273;24.36;0.51;-22.53;0.0;-2.34;-3.07;-16.49
274;24.46;0.42;-22.53;0.0;-2.34;-3.07;-15.32
275;24.55;0.33;-22.53;0.0;-2.34;-3.07;-12.51
276;24.5;0.37;-22.53;0.0;-2.34;-3.07;-12.08
277;24.64;0.23;-22.53;0.0;-2.34;-3.07;-11.03
278;24.83;0.05;-22.53;0.0;-2.34;-3.07;-9.29
279;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-8.6
280;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-9.16
281;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-10.24
282;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-11.79
283;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-13.43
284;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-13.74
285;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-12.14
286;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-10.19
287;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-8.21
288;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-6.61
289;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-6.22
290;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-6.01
291;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-5.7
292;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-5.49
293;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-5.88
294;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-6.96
295;24.64;0.23;-22.53;0.0;-2.34;-3.07;-8.92
296;18.91;5.96;-22.53;0.0;-2.34;-3.07;-16.16
297;12.48;12.4;-22.53;0.0;-2.34;-3.07;-23.8
298;13.83;11.04;-22.53;0.0;-2.34;-3.07;-24.18
299;19.75;5.13;-22.53;0.0;-2.34;-3.07;-19.03
300;21.8;3.08;-22.53;0.0;-2.34;-3.07;-16.29
301;22.78;2.1;-22.53;0.0;-2.34;-3.07;-14.23
302;24.32;0.56;-22.53;0.0;-2.34;-3.07;-11.92
303;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-11.45
304;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-11.75
305;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-11.62
306;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-11.06
307;29.7;-0.0;-22.53;-4.83;-2.34;-6.4;-5.37
308;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-8.86
309;32.78;-0.0;-22.53;-7.91;-2.34;-6.4;-0.0
310;31.53;-0.0;-22.53;-6.65;-2.34;-6.4;-0.0
311;29.76;-0.0;-22.53;-4.88;-2.34;-6.4;-0.0
312;27.38;-0.0;-22.53;-2.51;-2.34;-6.4;-0.0
313;25.87;-0.0;-22.53;-1.0;-2.34;-6.4;-0.0
314;25.05;-0.0;-22.53;-0.17;-2.34;-6.4;-0.0
315;24.36;-0.0;-22.53;0.52;-2.34;-6.4;-0.0
316;21.85;-0.0;-22.53;3.02;-2.34;-6.4;-0.0
317;20.56;-0.0;-22.53;4.32;-2.34;-3.07;-0.0
318;18.57;-0.0;-22.53;6.3;-2.34;-3.07;-0.0
319;18.48;0.05;-22.53;6.34;-2.34;-3.07;-0.0
320;18.83;1.12;-22.53;4.93;-2.34;-3.07;-0.0
321;20.77;1.58;-22.53;2.52;-2.34;-3.07;-0.0
322;23.57;1.3;-22.53;0.0;-2.34;-3.07;-0.62
323;23.15;1.72;-22.53;0.0;-2.34;-3.07;-4.84
324;22.64;2.24;-22.53;0.0;-2.34;-3.07;-9.19
325;24.04;0.84;-22.53;0.0;-2.34;-3.07;-13.15
326;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-14.0
327;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-13.74
328;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-13.48
329;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-13.91
330;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-13.95
331;10.75;-0.0;0.0;-10.75;0.0;6.67;-26.83
332;-0.0;-0.0;0.0;0.0;0.0;6.67;-36.19
333;-0.0;-0.0;0.0;0.0;0.0;6.67;-32.69
334;-0.0;-0.0;0.0;0.0;0.0;6.67;-30.19
335;-0.0;-0.0;0.0;0.0;0.0;6.67;-23.24
336;19.05;-0.0;-22.53;5.83;-2.34;-6.4;-0.0
337;20.64;-0.0;-22.53;4.23;-2.34;-6.4;-0.0
338;24.19;-0.0;-22.53;0.69;-2.34;-6.4;-0.0
339;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-1.17
340;24.88;-0.0;-22.53;0.0;-2.34;-6.4;-2.29
341;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-3.46
342;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-4.58
343;24.88;-0.0;-22.53;0.0;-2.34;-3.07;-5.53
344;23.1;1.77;-22.53;0.0;-2.34;-3.07;-8.86
345;17.23;7.64;-22.53;0.0;-2.34;-3.07;-18.48
346;7.17;17.71;-22.53;0.0;-2.34;-3.07;-31.4
347;9.26;15.61;-22.53;0.0;-2.34;-3.07;-31.12
348;13.55;11.32;-22.53;0.0;-2.34;-3.07;-27.52
349;19.24;5.64;-22.53;0.0;-2.34;-3.07;-21.92
350;40.9;1.44;-22.53;-17.47;-2.34;-3.07;-0.0
351;36.24;-0.0;-22.53;-11.36;-2.34;-3.07;-4.1
352;39.52;-0.0;-22.53;-14.64;-2.34;-3.07;-0.0
353;38.18;-0.0;-22.53;-13.3;-2.34;-3.07;-0.0
354;35.72;-0.0;-22.53;-10.84;-2.34;-3.07;-0.0
355;32.39;-0.0;-22.53;-7.52;-2.34;-6.4;-0.0
356;28.85;-0.0;-22.53;-3.98;-2.34;-6.4;-0.0
357;25.48;-0.0;-22.53;-0.61;-2.34;-6.4;-0.0
358;21.85;-0.0;-19.8;0.0;-2.06;-4.82;-0.0
359;19.74;-0.0;-17.88;0.0;-1.86;-3.7;-0.0
360;18.01;-0.0;-16.53;0.24;-1.72;-2.92;-0.0
361;17.06;-0.0;-15.45;0.0;-1.61;-2.3;-0.0
362;16.41;-0.0;-22.53;8.46;-2.34;-6.4;-0.0
363;16.76;-0.0;-15.18;0.0;-1.58;-2.14;-0.0
364;15.85;-0.0;-14.36;0.0;-1.49;-1.66;-0.0
365;15.89;-0.0;-22.53;8.98;-2.34;-3.07;-0.0
366;15.76;-0.0;-22.53;9.11;-2.34;-3.07;-0.0
367;15.25;0.14;-22.53;9.49;-2.34;-3.07;-0.0
368;15.12;2.38;-17.24;1.54;-1.79;0.0;-0.0
369;15.98;3.63;-22.53;5.26;-2.34;-3.07;-0.0
370;18.4;2.75;-22.53;3.73;-2.34;-3.07;-0.0
371;21.34;2.42;-21.52;0.0;-2.24;-2.48;-0.0
372;24.79;2.94;-22.53;-2.85;-2.34;-3.07;-0.0
373;28.2;3.17;-22.53;-6.5;-2.34;-3.07;-0.0
374;29.45;1.3;-22.53;-5.88;-2.34;-3.07;-0.0
375;28.33;-0.0;-22.53;-3.46;-2.34;-3.07;-0.0
376;26.13;-0.0;-22.53;-1.25;-2.34;-3.07;-0.0
377;24.45;-0.0;-22.14;0.0;-2.3;-2.84;-0.0
378;22.42;-0.0;-22.53;2.46;-2.34;-3.07;-0.0
379;17.58;-0.0;-15.92;0.0;-1.66;-2.57;-0.0
380;13.3;-0.0;-12.05;0.0;-1.25;-0.32;-0.0
381;9.8;-0.0;-22.53;15.07;-2.34;-6.4;-0.0
382;9.98;-0.0;-22.53;14.9;-2.34;-6.4;-0.0
383;14.21;-0.0;-22.53;10.67;-2.34;-6.4;-0.0
384;19.61;-0.0;-17.76;0.0;-1.85;-3.64;-0.0
385;24.23;-0.0;-22.53;0.65;-2.34;-6.4;-0.0
386;29.5;-0.0;-22.53;-4.62;-2.34;-6.4;-0.0
387;32.43;-0.0;-22.53;-7.56;-2.34;-6.4;-0.0
388;32.39;-0.0;-22.53;-7.52;-2.34;-6.4;-0.0
389;28.76;-0.0;-22.53;-3.89;-2.34;-3.07;-0.0
390;25.35;-0.0;-22.53;-0.48;-2.34;-3.07;-0.0
391;22.72;0.28;-22.53;1.88;-2.34;-3.07;-0.0
392;20.08;6.29;-22.53;-1.5;-2.34;-3.07;-0.0
393;16.76;15.84;-22.53;-7.73;-2.34;-3.07;-0.0
394;16.2;21.25;-22.53;-12.57;-2.34;-3.07;-0.0
395;15.12;23.35;-22.53;-13.59;-2.34;-3.07;-0.0
396;13.3;21.67;-22.53;-10.1;-2.34;-3.07;-0.0
397;11.32;16.5;-22.53;-2.94;-2.34;-3.07;-0.0
398;9.5;7.41;-15.32;0.0;-1.59;1.11;-0.0
399;10.19;0.14;-9.36;0.0;-0.97;4.57;-0.0
400;11.14;-0.0;-12.48;2.64;-1.3;2.76;-0.0
401;11.1;-0.0;-10.05;0.0;-1.05;4.17;-0.0
402;10.75;-0.0;-9.74;0.0;-1.01;4.35;-0.0
403;10.06;-0.0;-9.12;0.0;-0.95;1.38;-0.0
404;9.37;-0.0;-11.49;3.32;-1.2;0.0;-0.0
405;8.72;-0.0;-11.49;3.96;-1.2;0.0;-0.0
406;8.42;-0.0;-7.63;0.0;-0.79;2.24;-0.0
407;8.29;-0.0;-7.51;0.0;-0.78;2.31;-0.0
408;7.9;-0.0;-7.16;0.0;-0.74;2.51;-0.0
409;7.43;-0.0;-11.49;5.26;-1.2;0.0;-0.0
410;7.26;-0.0;-6.57;0.0;-0.68;2.85;-0.0
411;7.13;-0.0;-6.45;0.0;-0.67;2.92;-0.0
412;6.95;-0.0;-6.3;0.0;-0.65;3.01;-0.0
413;6.69;-0.0;-6.06;0.0;-0.63;6.48;-0.0
414;6.78;-0.0;-6.14;0.0;-0.64;6.44;-0.0
415;7.3;0.42;-6.99;0.0;-0.73;5.94;-0.0
416;6.22;5.08;-10.23;0.0;-1.06;4.06;-0.0
417;4.32;11.56;-14.38;0.0;-1.5;1.66;-0.0
418;4.02;17.62;-19.59;0.0;-2.04;-1.37;-0.0
419;7.56;21.11;-22.53;-3.79;-2.34;-3.07;-0.0
420;10.11;21.16;-22.53;-6.39;-2.34;-3.07;-0.0
421;9.16;16.64;-22.53;-0.92;-2.34;-3.07;-0.0
422;10.58;7.6;-17.24;0.85;-1.79;0.0;-0.0
423;15.03;0.19;-13.78;0.0;-1.43;2.0;-0.0
424;18.83;-0.0;-17.06;0.0;-1.77;0.11;-0.0
425;20.26;-0.0;-18.35;0.0;-1.91;-0.64;-0.0
426;20.77;-0.0;-18.82;0.0;-1.96;-0.91;-0.0
427;21.25;-0.0;-19.25;0.0;-2.0;-4.5;-0.0
428;22.16;-0.0;-20.07;0.0;-2.09;-4.97;-0.0
429;23.15;-0.0;-20.97;0.0;-2.18;-5.5;-0.0
430;24.19;-0.0;-21.91;0.0;-2.28;-6.04;-0.0
431;24.19;-0.0;-21.91;0.0;-2.28;-6.04;-0.0
432;25.65;-0.0;-22.53;-0.78;-2.34;-6.4;-0.0
433;26.35;-0.0;-22.53;-1.47;-2.34;-6.4;-0.0
434;26.13;-0.0;-22.53;-1.25;-2.34;-6.4;-0.0
435;25.96;-0.0;-22.53;-1.08;-2.34;-6.4;-0.0
436;25.05;-0.0;-22.53;-0.17;-2.34;-6.4;-0.0
437;25.05;-0.0;-22.53;-0.17;-2.34;-3.07;-0.0
438;22.2;-0.0;-20.11;0.0;-2.09;-1.66;-0.0
439;20.39;-0.0;-18.47;0.0;-1.92;-0.71;-0.0
440;18.36;1.03;-17.56;0.0;-1.83;-0.18;-0.0
441;14.99;2.75;-16.07;0.0;-1.67;0.68;-0.0
442;13.43;4.1;-15.88;0.0;-1.65;0.79;-0.0
443;12.7;4.66;-15.72;0.0;-1.63;0.88;-0.0
444;11.79;5.13;-15.32;0.0;-1.59;1.11;-0.0
445;11.53;5.17;-15.13;0.0;-1.57;1.22;-0.0
446;12.01;2.33;-12.99;0.0;-1.35;2.47;-0.0
447;14.68;-0.0;-13.3;0.0;-1.38;2.28;-0.0
448;15.63;-0.0;-14.16;0.0;-1.47;1.79;-0.0
449;15.07;-0.0;-13.65;0.0;-1.42;2.08;-0.0
450;13.47;-0.0;-12.21;0.0;-1.27;2.92;-0.0
451;11.45;-0.0;-10.37;0.0;-1.08;0.65;-0.0
452;10.11;-0.0;-9.15;0.0;-0.95;1.36;-0.0
