snapshot;pv;grid;battery_storage;hydrogen_storage;PEM input;Compressor input (MW_H2);PEM output;Compressor output (MW_H2);Compressor;Electrolyzer BoP consumption  (MW);demand
4123;0.19;-0.0;5.75;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4124;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4125;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4126;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4127;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4128;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4129;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4130;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4131;0.57;-0.0;5.36;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4132;5.36;-0.0;0.57;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4133;13.31;-0.0;0.0;3.01;12.06;6.99;-6.99;-6.99;1.25;0.0;10.0
4134;25.38;-0.0;0.0;-3.33;22.99;13.33;-13.33;-13.33;2.39;0.0;10.0
4135;36.39;-0.0;-9.67;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4136;41.28;-0.0;-14.56;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4137;37.25;-0.0;-10.53;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4138;29.21;-0.0;-2.49;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4139;22.31;-0.0;0.0;-1.72;20.21;11.72;-11.72;-11.72;2.1;0.0;10.0
4140;18.58;-0.0;0.0;0.24;16.83;9.76;-9.76;-9.76;1.75;0.0;10.0
4141;18.58;-0.0;0.0;0.24;16.83;9.76;-9.76;-9.76;1.75;0.0;10.0
4142;11.68;-0.0;0.0;3.86;10.58;6.14;-6.14;-6.14;1.1;0.0;10.0
4143;6.03;-0.0;0.0;6.83;5.47;3.17;-3.17;-3.17;0.57;0.0;10.0
4144;2.39;-0.0;3.54;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
4145;1.15;-0.0;4.79;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
4146;0.38;-0.0;5.55;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
4147;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4148;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4149;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4150;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4151;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4152;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4153;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4154;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4155;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4156;1.63;-0.0;4.31;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4157;4.02;-0.0;1.92;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
4158;8.33;-0.0;0.0;5.62;7.55;4.38;-4.38;-4.38;0.78;0.0;10.0
4159;11.68;-0.0;0.0;3.86;10.58;6.14;-6.14;-6.14;1.1;0.0;10.0
4160;16.76;-0.0;0.0;1.19;15.18;8.8;-8.8;-8.8;1.58;0.0;10.0
4161;24.52;-0.0;0.0;-2.88;22.21;12.88;-12.88;-12.88;2.31;0.0;10.0
4162;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4163;40.22;-0.0;-13.5;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4164;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4165;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4166;52.1;-0.0;-25.38;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4167;38.98;-0.0;-12.26;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4168;22.12;-0.0;0.0;-1.62;20.04;11.62;-11.62;-11.62;2.08;0.0;10.0
4169;10.06;-0.0;11.69;-1.42;19.69;11.42;-11.42;-11.42;2.05;0.0;10.0
4170;3.93;-0.0;22.79;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4171;0.19;-0.0;12.5;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
4172;-0.0;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
4173;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4174;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4175;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4176;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4177;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4178;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4179;0.67;-0.0;5.27;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4180;4.21;-0.0;1.72;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4181;12.55;-0.0;0.0;3.41;11.36;6.59;-6.59;-6.59;1.18;0.0;10.0
4182;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4183;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4184;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4185;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4186;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4187;43.67;-0.0;-16.95;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4188;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4189;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4190;51.52;-0.0;-24.8;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4191;36.1;-0.0;-9.39;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4192;19.92;-0.0;6.8;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4193;9.48;-0.0;17.24;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4194;3.35;-0.0;23.37;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4195;0.1;-0.0;-0.1;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
4196;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
4197;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
4198;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
4199;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
4200;-0.0;-0.0;25.57;-6.77;23.16;13.43;-13.43;-13.43;2.41;0.0;6.67
4201;-0.0;-0.0;9.72;1.56;8.81;5.11;-5.11;-5.11;0.92;0.0;6.67
4202;-0.0;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
4203;0.57;-0.0;5.36;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4204;4.31;-0.0;1.63;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4205;12.07;-0.0;0.0;3.66;10.93;6.34;-6.34;-6.34;1.14;0.0;10.0
4206;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4207;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4208;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4209;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4210;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4211;41.08;-0.0;-14.37;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4212;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4213;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4214;51.43;-0.0;-24.71;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4215;38.79;-0.0;-12.07;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4216;24.04;-0.0;1.58;-3.46;23.21;13.46;-13.46;-13.46;2.41;0.0;10.0
4217;9.86;-0.0;16.86;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4218;3.45;-0.0;23.27;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4219;0.19;-0.0;12.5;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
4220;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4221;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4222;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4223;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4224;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4225;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4226;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4227;0.67;-0.0;5.27;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4228;4.69;-0.0;1.24;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4229;12.35;-0.0;0.0;3.51;11.19;6.49;-6.49;-6.49;1.16;0.0;10.0
4230;25.47;-0.0;0.0;-3.38;23.08;13.38;-13.38;-13.38;2.4;0.0;10.0
4231;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4232;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4233;35.43;-0.0;-8.71;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4234;40.8;-0.0;-14.08;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4235;46.45;-0.0;-19.73;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4236;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4237;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4238;35.34;-0.0;-8.62;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4239;26.53;-0.0;0.19;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4240;22.51;-0.0;4.21;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4241;9.77;-0.0;14.87;-2.95;22.32;12.95;-12.95;-12.95;2.32;0.0;10.0
4242;3.45;-0.0;15.58;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4243;0.19;-0.0;12.5;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
4244;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4245;-0.0;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
4246;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4247;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4248;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4249;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4250;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4251;0.67;-0.0;5.27;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4252;4.6;-0.0;1.34;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4253;12.64;-0.0;0.0;3.36;11.45;6.64;-6.64;-6.64;1.19;0.0;10.0
4254;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4255;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4256;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4257;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4258;37.73;-0.0;-11.01;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4259;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4260;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4261;47.88;-0.0;-21.16;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4262;39.36;-0.0;-12.64;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4263;33.04;-0.0;-6.32;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4264;23.46;-0.0;3.26;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4265;10.82;-0.0;15.9;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4266;3.73;-0.0;15.3;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4267;0.1;-0.0;12.59;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
4268;-0.0;-0.0;12.69;0.0;11.49;6.67;-6.67;-6.67;1.2;0.0;6.67
4269;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4270;-0.0;-0.0;6.16;3.43;5.58;3.23;-3.23;-3.23;0.58;0.0;6.67
4271;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4272;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4273;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4274;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4275;0.57;-0.0;5.36;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4276;4.6;-0.0;1.34;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4277;12.35;-0.0;0.0;3.51;11.19;6.49;-6.49;-6.49;1.16;0.0;10.0
4278;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4279;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4280;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4281;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4282;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4283;40.61;-0.0;-13.89;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4284;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4285;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4286;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4287;38.4;-0.0;-11.68;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4288;20.69;-0.0;6.03;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4289;9.96;-0.0;9.07;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4290;3.26;-0.0;15.78;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4291;0.1;-0.0;5.84;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4292;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4293;-0.0;-0.0;9.34;1.76;8.46;4.91;-4.91;-4.91;0.88;0.0;6.67
4294;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4295;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4296;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4297;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4298;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4299;0.19;-0.0;5.75;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4300;2.87;-0.0;3.06;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4301;9.67;-0.0;0.0;4.92;8.76;5.08;-5.08;-5.08;0.91;0.0;10.0
4302;20.02;-0.0;0.0;-0.52;18.13;10.52;-10.52;-10.52;1.89;0.0;10.0
4303;31.03;-0.0;-4.31;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4304;39.84;-0.0;-13.12;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4305;41.76;-0.0;-15.04;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4306;37.92;-0.0;-11.2;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4307;30.45;-0.0;-3.73;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4308;27.96;-0.0;-1.24;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4309;23.85;-0.0;0.0;-2.53;21.6;12.53;-12.53;-12.53;2.25;0.0;10.0
4310;16.28;-0.0;0.0;1.45;14.75;8.55;-8.55;-8.55;1.53;0.0;10.0
4311;10.73;-0.0;0.0;4.36;9.72;5.64;-5.64;-5.64;1.01;0.0;10.0
4312;6.9;-0.0;0.0;6.38;6.25;3.62;-3.62;-3.62;0.65;0.0;10.0
4313;5.36;-0.0;0.57;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
4314;2.39;-0.0;3.54;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
4315;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4316;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4317;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4318;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4319;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4320;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4321;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4322;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4323;0.1;-0.0;5.84;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4324;2.97;-0.0;2.97;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4325;9.29;-0.0;0.0;5.12;8.41;4.88;-4.88;-4.88;0.87;0.0;10.0
4326;21.55;-0.0;0.0;-1.32;19.52;11.32;-11.32;-11.32;2.03;0.0;10.0
4327;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4328;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4329;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4330;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4331;39.27;-0.0;-12.55;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4332;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4333;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4334;50.95;-0.0;-24.23;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4335;41.08;-0.0;-14.37;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4336;24.8;-0.0;1.87;-4.02;24.16;14.01;-14.01;-14.01;2.51;0.0;10.0
4337;9.1;-0.0;9.93;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4338;2.39;-0.0;16.64;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4339;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4340;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4341;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4342;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4343;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4344;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4345;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4346;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4347;0.19;-0.0;5.75;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4348;2.87;-0.0;3.06;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4349;7.66;-0.0;0.0;5.97;6.94;4.03;-4.03;-4.03;0.72;0.0;10.0
4350;14.17;-0.0;0.0;2.55;12.84;7.45;-7.45;-7.45;1.34;0.0;10.0
4351;19.06;-0.0;0.0;-0.01;17.26;10.01;-10.01;-10.01;1.8;0.0;10.0
4352;20.02;-0.0;0.0;-0.52;18.13;10.52;-10.52;-10.52;1.89;0.0;10.0
4353;19.25;-0.0;0.0;-0.11;17.44;10.11;-10.11;-10.11;1.81;0.0;10.0
4354;21.74;-0.0;0.0;-1.42;19.69;11.42;-11.42;-11.42;2.05;0.0;10.0
4355;27.77;-0.0;-1.05;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4356;31.51;-0.0;-4.79;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4357;31.51;-0.0;-4.79;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4358;23.65;-0.0;0.0;-2.43;21.43;12.43;-12.43;-12.43;2.23;0.0;10.0
4359;12.35;-0.0;0.0;3.51;11.19;6.49;-6.49;-6.49;1.16;0.0;10.0
4360;7.85;-0.0;0.0;5.87;7.11;4.13;-4.13;-4.13;0.74;0.0;10.0
4361;7.09;-0.0;0.0;6.28;6.42;3.72;-3.72;-3.72;0.67;0.0;10.0
4362;2.59;-0.0;3.35;6.88;5.38;3.12;-3.12;-3.12;0.56;0.0;10.0
4363;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
4364;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
4365;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
4366;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
4367;-0.0;-0.0;0.0;6.67;-0.0;-0.0;0.0;0.0;-0.0;0.0;6.67
4368;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4369;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4370;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4371;0.38;-0.0;5.55;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4372;4.5;-0.0;1.44;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4373;12.35;-0.0;0.0;3.51;11.19;6.49;-6.49;-6.49;1.16;0.0;10.0
4374;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4375;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4376;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4377;26.72;-0.0;0.0;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4378;32.75;-0.0;-6.03;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4379;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4380;52.29;-0.0;-25.57;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4381;49.13;-0.0;-22.41;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4382;43.48;-0.0;-16.76;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4383;32.66;-0.0;-5.94;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4384;17.91;-0.0;1.12;0.0;17.24;10.0;-10.0;-10.0;1.79;0.0;10.0
4385;9.39;-0.0;17.33;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4386;3.45;-0.0;23.27;-4.04;24.2;14.04;-14.04;-14.04;2.52;0.0;10.0
4387;0.1;-0.0;5.84;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4388;-0.0;-0.0;12.57;0.06;11.39;6.6;-6.6;-6.6;1.18;0.0;6.67
4389;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4390;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4391;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4392;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4393;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
4394;-0.0;-0.0;5.94;3.55;5.38;3.12;-3.12;-3.12;0.56;0.0;6.67
